index,Start ts,End ts,Label
6,67.51421877415976,71.51940485509238,collect-Aluminium Metal
7,76.56283589871725,80.5884918835958,collect-Bark Wood
5,85.62911578687033,89.65685769589743,collect-Textile
5,94.66401192220053,98.66418072255453,collect-Textile
7,103.70086285146078,107.74007388623556,collect-Bark Wood
6,112.77539369138083,116.81431886227926,collect-Aluminium Metal
8,121.83368369611105,125.84708878072104,collect-PLA plastic
6,130.8823218015035,134.88419887097677,collect-Aluminium Metal
7,139.88891884358725,143.91964384587607,collect-Bark Wood
8,148.9567837384542,152.9617178109487,collect-PLA plastic
7,167.19004484685263,171.19222375424704,collect-Bark Wood
8,185.2715048459371,189.27294489415488,collect-PLA plastic
6,203.3478057053884,207.35036989720663,collect-Aluminium Metal
8,212.35157176526388,216.3572437432607,collect-PLA plastic
5,221.38300892384848,225.3876757291158,collect-Textile
5,230.38884588750204,234.39931270154318,collect-Textile
5,239.401064839681,243.43206783803305,collect-Textile
6,248.43976589711508,252.47019382985434,collect-Aluminium Metal
7,257.4800717500051,261.5159418252309,collect-Bark Wood
8,266.53623482259115,270.5484037068685,collect-PLA plastic
6,275.553679910024,279.55400487454733,collect-Aluminium Metal
7,284.5866467622121,288.6263587144216,collect-Bark Wood
7,293.6566688683828,297.66363283665976,collect-Bark Wood
5,302.69522973569235,306.70039483579,collect-Textile
8,311.7373227742513,315.76794382603964,collect-PLA plastic
5,320.8028428223928,324.80965873273215,collect-Textile
7,356.929300752004,360.930037703832,collect-Bark Wood
8,365.96029469045004,369.99693986447653,collect-PLA plastic
8,375.0307297375997,379.0689208176931,collect-PLA plastic
5,384.1037919190725,388.14423986943564,collect-Textile
6,393.1636767056783,397.16452070744833,collect-Aluminium Metal
6,402.1670877602895,406.2172727254232,collect-Aluminium Metal
5,420.3161267903646,424.32316276105246,collect-Textile
7,429.3515216973623,433.3623387482961,collect-Bark Wood
7,438.39105674298605,442.39315482648215,collect-Bark Wood
8,447.4212317136129,451.43048783810934,collect-PLA plastic
5,456.46684285672507,460.4713248875936,collect-Textile
7,465.4791958001455,469.50109788449606,collect-Bark Wood
6,483.54174276860556,487.54434081586203,collect-Aluminium Metal
8,492.55088469060263,496.5922267106374,collect-PLA plastic
5,510.66070982488,514.6659269002279,collect-Textile
7,528.7320527699788,532.732224908193,collect-Bark Wood
6,537.7441038754781,541.7745587495168,collect-Aluminium Metal
8,546.7786678937276,550.809189763387,collect-PLA plastic
6,555.8477677968343,559.8838739064535,collect-Aluminium Metal
5,573.9576236871084,577.9992408421834,collect-Textile
8,583.0254087117513,587.0267316964467,collect-PLA plastic
6,592.0325667527517,596.0326099065145,collect-Aluminium Metal
