index,Start ts,End ts,Label
7,24.404903716405233,28.410449809392293,collect-Bark Wood
8,42.48659474309285,46.51013380940755,collect-PLA plastic
8,60.561889714558916,64.59243280347188,collect-PLA plastic
7,69.62938982899983,73.66419488843282,collect-Bark Wood
5,87.7719808286031,91.80172879155477,collect-Textile
5,96.80580074246724,100.83582574780782,collect-Textile
5,105.8433817094167,109.84980780537923,collect-Textile
8,114.85129076894124,118.88419491704305,collect-PLA plastic
7,123.91028172429402,127.91318971570333,collect-Bark Wood
7,132.91432792599997,136.92086870129904,collect-Bark Wood
6,141.92926270421347,145.93067891057333,collect-Aluminium Metal
6,150.93357974942526,154.96482974942526,collect-Aluminium Metal
8,160.00326687749228,164.00428277905783,collect-PLA plastic
6,169.0336998170217,173.04122883733115,collect-Aluminium Metal
5,178.0436137383779,182.07892877515158,collect-Textile
6,187.11729485448203,191.14877373631796,collect-Aluminium Metal
6,196.1557279294332,200.1893108552297,collect-Aluminium Metal
5,205.21323973592123,209.2244957154592,collect-Textile
8,214.2321928208669,218.25398284848532,collect-PLA plastic
8,232.2996147340139,236.33639270718893,collect-PLA plastic
5,241.37214881833395,245.39265973027548,collect-Textile
5,250.43317276891074,254.43653685506186,collect-Textile
7,259.46275789197284,263.4732258981069,collect-Bark Wood
7,268.50076181348163,272.5145147507985,collect-Bark Wood
5,277.51662380154926,281.540043896993,collect-Textile
6,286.5777118867238,290.5874698823293,collect-Aluminium Metal
6,295.613424844106,299.6179938977559,collect-Aluminium Metal
7,304.65707880910236,308.6581538384755,collect-Bark Wood
8,322.730518884023,326.73064190800983,collect-PLA plastic
8,340.8068588441213,344.80947191174823,collect-PLA plastic
7,358.9125917619069,362.95500475819904,collect-Bark Wood
6,367.98107988293964,371.9920829003652,collect-Aluminium Metal
8,377.02043778355915,381.02663571294147,collect-PLA plastic
5,386.0276487534841,390.0552337830861,collect-Textile
8,395.09055382664997,399.13042981084186,collect-PLA plastic
8,404.1321597760518,408.1327489083608,collect-PLA plastic
5,431.27195484097797,435.2799099152883,collect-Textile
6,440.2852168744405,444.31142384465534,collect-Aluminium Metal
5,458.393515891393,462.4245558446248,collect-Textile
7,467.42762071545917,471.42883474286396,collect-Bark Wood
6,476.43243891652423,480.4349477952321,collect-Aluminium Metal
6,485.47598487790424,489.499148911794,collect-Aluminium Metal
6,494.5073388284047,498.538393802007,collect-Aluminium Metal
7,503.58004791196186,507.60888487752277,collect-Bark Wood
8,512.6201258366902,516.6389637654622,collect-PLA plastic
5,521.6521537965139,525.6887307828267,collect-Textile
7,530.7140548890432,534.7185419267018,collect-Bark Wood
7,539.7270267670949,543.7312117284139,collect-Bark Wood
